-23.14287512729536	148.0538045953838	1	1
-23.143534951399033	148.05938525522095	1	1
-23.14353521288131	148.0593955334241	1	1
-23.143533587191992	148.05940566412067	1	1
-23.14353013870343	148.05941524616566	1	1
-23.143525003965227	148.0594239001389	1	1
-23.143518386297377	148.0594312833692	1	1
-23.143514601227974	148.05943440479737	1	1
-23.143506266057933	148.05943935270395	1	1
-23.143497189922456	148.0594424179925	1	1
-23.143492485538786	148.0594432036604	1	1
-23.14348297710468	148.05944324213652	1	1
-23.143473649877397	148.05944124398482	1	1
-23.143469170316692	148.0594395028128	1	1
-23.14346080113286	148.05943462250085	1	1
-23.143456994564488	148.05943153179246	1	1
-23.143435715205	148.0594081916452	1	1
-23.143433073253554	148.05940433809795	1	1
-23.143428834773754	148.05939592135294	1	1
-23.14342727477603	148.05939143069756	1	1
-23.143425340375856	148.05938207800781	1	1
-23.142781248597906	148.05393448320544	1	1
-23.142779226322745	148.05392483978193	1	1
-23.14277758497665	148.053920219127	1	1
-23.142773117038097	148.0539115915487	1	1
-23.142767211084582	148.053904042285	1	1
-23.14276008340218	148.0538978478031	1	1
-23.142751995018834	148.05389323495558	1	1
-23.142743242144995	148.05389037267298	1	1
-23.142734145325964	148.05388936577702	1	1
-23.142729571884036	148.05388957233075	1	1
-23.142720584390784	148.05389139598174	1	1
-23.142710922647478	148.05389559845614	1	1
-23.142704860348086	148.05389767041538	1	1
-23.142696641129607	148.0539019938699	1	1
-23.142689333535134	148.05390793049813	1	1
-23.142683204931785	148.05391526309344	1	1
-23.142678479550273	148.0539237233742	1	1
-23.142675330280824	148.05393300179958	1	1
-23.142673872347547	148.05394275889475	1	1
-23.142674159092742	148.05395263767164	1	1
-23.143276230165892	148.05904482513782	1	1
-23.14327649958554	148.0590549826383	1	1
-23.143274925465708	148.05906500073505	1	1
-23.143271568685396	148.05907449197852	1	1
-23.143266559067865	148.0590830892951	1	1
-23.14326009035974	148.05909046018374	1	1
-23.14325241273802	148.05909631957553	1	1
-23.143243823134267	148.05910044085869	1	1
-23.143234653751055	148.05910266464264	1	1
-23.14322996195817	148.05910303511823	1	1
-23.14322059109864	148.05910227531774	1	1
-23.143211538958028	148.05909954707042	1	1
-23.143203155627663	148.05909495589114	1	1
-23.143195765332827	148.05908867934363	1	1
-23.14318965389315	148.05908096017328	1	1
-23.143171421890838	148.05905230545764	1	1
-23.14316769668913	148.0590432020027	1	1
-23.143165654978223	148.05903349502697	1	1
-23.142567236828754	148.05397220735478	1	1
-23.142565081041106	148.05396213293665	1	1
-23.142561113335134	148.05395272443005	1	1
-23.142555492613305	148.0539443586361	1	1
-23.142548443979578	148.05393737059637	1	1
-23.142540249724462	148.05393204017477	1	1
-23.14253123801931	148.0539285808493	1	1
-23.1425217697737	148.0539271311624	1	1
-23.142504190697675	148.05392800949565	1	1
-23.14249510764889	148.05392955591503	1	1
-23.142486466671727	148.05393295493894	1	1
-23.14247858772372	148.05393808070858	1	1
-23.142475026586308	148.05394123413217	1	1
-23.142468825888425	148.05394857603312	1	1
-23.14246404042164	148.05395706626314	1	1
-23.142460847382033	148.05396639044667	1	1
-23.142459365001322	148.05397620332857	1	1
-23.142459648169094	148.05398614155823	1	1
-23.143027194978977	148.0587863218479	1	1
-23.143027472146123	148.0587963574808	1	1
-23.143025949324812	148.05880626162673	1	1
-23.143022684009313	148.0588156603534	1	1
-23.14301779948188	148.05882419881075	1	1
-23.143011480158286	148.05883155462823	1	1
-23.14300396462523	148.05883745008597	1	1
-23.142995536632405	148.0588416626003	1	1
-23.14298651437962	148.0588440331272	1	1
-23.142981886326094	148.0588444968491	1	1
-23.14297261488429	148.05884395931463	1	1
-23.142963614595907	148.05884149308002	1	1
-23.142955225268043	148.0588371912582	1	1
-23.14293712210223	148.05882299907728	1	1
-23.142930010034885	148.0588160023857	1	1
-23.142924337266827	148.05880760770376	1	1
-23.14292033347629	148.05879815491397	1	1
-23.142918160768218	148.05878802673928	1	1
-23.142350424079783	148.05398624445368	1	1
-23.142348268288586	148.05397617003553	1	1
-23.142344300576138	148.05396676152893	1	1
-23.142338679845096	148.05395839573498	1	1
-23.14233163119987	148.05395140769525	1	1
-23.14232343693133	148.05394607727368	1	1
